Record_ID,Presence-Absence,Shaded (Shaded/Semishaded/Unshaded),Saltwater (Yes/No),Habitat_1,Habitat_2,Habitat_3,Habitat_4,Habitat_5,Habitat_6,Habitat_7,Habitat_8,Habitat_9,Habitat_10,Habitat_11,Habitat_12,Habitat_13,Habitat_14,Habitat_15,Habitat_16,Habitat_17,Habitat_18,Habitat_19,Habitat_20,Habitat_21,Habitat_22,Habitat_23,Habitat_24,Habitat_25,Habitat_26,Habitat_27,Habitat_28,Habitat_29,Habitat_30,Habitat_31,Habitat_32,Habitat_33,Habitat_34,Habitat_35,Habitat_36,Habitat_37,Habitat_38,Habitat_39,Habitat_40,Habitat_41,Habitat_42,Habitat_43,Habitat_44,Habitat_45,Habitat_46,Habitat_47,Habitat_48,Habitat_49,Habitat_50,Notes
sp0000002041,Presence,,,temporary ground pools,ruts,springs,streams,jungle swamps,tin cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002042,Presence,,,jungle swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002043,Presence,,,leaf axils,nipa palm swamps,Pandanus axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002044,Presence,,,artificial containers,taro axils,treeholes,coconut shells,coconut spathes,fallen leaves,fallen bamboo,tree stumps,tin cans,steel helmets,fire barrels,cardboard containers,jungle swamps,road ruts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002045,Presence,,,crabholes,brackish ground pools,lobsterholes,ditches,unshaded mangrove swamps,partially shaded pools,buffalo footprints,earth drains,artificial containers,rock pools,weedy ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002046,Presence,,,crabholes,unshaded salt marsh,partially shaded pools,open swamps,shaded ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002047,Presence,,,tidal swamps,nipa palm swamps,crabholes,beached boats,tin plates,logs,ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002049,Presence,,,flood pools,shellholes,foxholes,puddles,buffalo wallows,transient ground pools,shaded leafy woodland pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002050,Presence,,,leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002051,Presence,,,bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002052,Presence,,,freshwater crabholes,seepage pools,forest streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002053,Presence,,,stream pools,forest swamps,shaded pools,creeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002054,Presence,,,bamboo,bamboo pots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002055,Presence,,,rock pools,stream pools,hoofprints,treeholes,logholes,tin cans,swamps,marsh,seepage pools,wooden buckets,coconut shells,autotires,ground pools,bamboo stumps,wells,crabholes,gem pits,bamboo,clay pots,ditches,coconut spathes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002056,Presence,,,split bamboo,bamboo stumps,bamboo internodes,bamboo pots,tires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002057,Presence,,,swamps,seepage pools,bogs,stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002058,Presence,,,split bamboo,bamboo stumps,bamboo internodes,bamboo pots,tree stumps,tin cans,55 gallon drum,tires,logholes,rock pools,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002059,Presence,,,fallen leaves,bamboo pots,tin cans,coconut shells,tree stumps,rock pools,cup fungus,bamboo stumps,banana leaf axils,Pandanus leaf axils,wooden buckets,rockholes,spathes,artificial containers,treeholes,puddles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002060,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002061,Presence,,,pitcher plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002062,Presence,,,bamboo internodes,split bamboo,bamboo stumps,leaf axils,logholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002063,Presence,,,pitcher plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002064,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002065,Presence,,,tin cans,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002066,Presence,,,treeholes,tree stumps,bamboo stumps,bamboo internodes,Pandanus leaf axils,pitcher plants,artificial containers,split bamboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002067,Presence,,,pitcher plants,bamboo stumps,Pandanus leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002068,Presence,,,tree stumps,treeholes,tires,tin cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002069,Presence,,,tree stumps,treeholes,bamboo stumps,artificial containers,banana leaf axils,tin cans,cut bamboo,pots,earthenware containers,rockholes,cement tanks,tires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002070,Presence,,,bamboo internodes,rotholes,split bamboo,bamboo stumps,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002071,Presence,,,treeholes,tree stumps,bamboo stumps,split bamboo,bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002072,Presence,,,bamboo internodes,bamboo stumps,split bamboo,tree stumps,treeholes,banana leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002073,Presence,,,treeholes,tree stumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002074,Presence,,,pitcher plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002075,Presence,,,crabholes,mountain streams,rock holes,rock crevices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002076,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002077,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002078,Presence,,,swamps,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002079,Presence,,,crabholes,rockholes,springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002080,Presence,,,crabholes,hoofprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002081,Presence,,,cave pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002082,Presence,,,crabholes,shaded streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002083,Presence,,,treeholes,cut bamboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002084,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002085,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002086,Presence,,,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002087,Presence,,,shallow pools,cave pools,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002088,Presence,,,crabholes,cave pools,rockholes,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002089,Presence,,,rock pools,split bamboo,treeholes,stream pools,seepage pools,hoofprints,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002090,Presence,,,ground pools,ditches,drains,sewage,latrines,cement tanks,artificial containers,pits,bottles,cans,flower pots,vases,bowls,jars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002091,Presence,,,ground pools,stream pools,marshes,lakes,ponds,stream margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002092,Presence,,,ground pools,ponds,wells,ditches,rock pools,hoofprints,artificial containers,drums,cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002093,Presence,,,stagnant streams,ditches,drains,rivers,swamps,ponds,dipping tanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002094,Presence,,,ground pools,marshes,borrow pits,drains,wells,rice fields,swamps,stagnant streams,ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002095,Presence,,,rice fields,ground pools,ditches,ponds,wells,rock pools,puddles,footprints,earthenware jars,coconut shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002096,Presence,,,puddles,ponds,ditches,drains,streams,rice fields,cement tanks,barrels,earthenware jars,coconut shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002097,Presence,,,ground pools,rice fields,swamps,irrigation ditches,ponds,logs,streams,rivers,canals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002098,Presence,,,ground pools,rice fields,swamps,irrigation ditches,ponds,logs,streams,rivers,canals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002099,Presence,,,partially shaded buffalo wallows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002100,Presence,,,stagnant ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002101,Presence,,,stagnant streams,shaded pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002102,Presence,,,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002103,Presence,,,ground pools,puddles,ponds,ditches,rice fields,stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002104,Presence,,,jungle pools,borrow pits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002105,Presence,,,buffalo wallows,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002106,Presence,,,ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002107,Presence,,,ground pools,mountain streams,partially shaded pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002108,Presence,,,brackish pools,puddles,ponds,wells,ditches,crabholes,rock pools,artificial containers,canoes,boats,cement tanks,jars,cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002109,Presence,,,rock pools,crabholes,coral holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002110,Presence,,,freshwater ground pools,shallow pools,puddles,ditches,rice fields,hoofprints,stream margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002111,Presence,,,ground pools,ponds,swamps,rice fields,cacao shells,bamboo stumps,salt bed pools,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002112,Presence,,,ground pools,puddles,ditches,ponds,hoofprints,wheel tracks,rice fields,streams,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002113,Presence,,,freshwater ground pools,stream margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002114,Presence,,,freshwater ground pools,stream margins,stream beds,swamps,ponds,shaded pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002115,Presence,,,freshwater ground pools,rice fields,wells,ditches,sandy pools,gravel pools,marshes,ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002116,Presence,,,ground pools,rock pools,wheel tracks,road ruts,puddles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002117,Presence,,,rock pools,stream pools,forest swamps,creeks,grassy pools,swamps,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002118,Presence,,,rice fields,shallow marshes,ground pools,ponds,wells,ditches,puddles,stream margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002119,Presence,,,freshwater ground pools,stream margins,stream beds,creeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002120,Presence,,,ground pools,marshes,sandy pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002121,Presence,,,stream pools,spring pools,grassy ponds,swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002122,Presence,,,ground pools,mountain streams,rock pools,drainage ditches,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002123,Presence,,,stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002124,Presence,,,ground pools,irrigation ditches,seepage pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002125,Presence,,,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002126,Presence,,,ground pools,stone tanks,borrow pits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002127,Presence,,,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002128,Presence,,,ground pools,ponds,wells,ditches,stream pools,artificial containers,stone tanks,cement tanks,coconut shells,snail shells,bamboo stumps,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002128,Absence,,,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002129,Presence,,,rock pools,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002130,Presence,,,wells,drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002131,Presence,,,ground pools,rice fields,ponds,stream margins,ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002132,Presence,,,banana axils,taro axils,Pandanus axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002133,Presence,,,shaded puddles,ground pools,hoofprints,ditches,brackish pools,cacao pods,swamps,potholes,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002134,Presence,,,ground pools,flood pools,ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002135,Presence,,,ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002136,Presence,,,flood pools,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002137,Presence,,,flood pools,wheel ruts,hoofprints,partially shaded pools,borrow pits,coconut trenches,drains,swamps,irrigation ditches,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002138,Presence,,,flood pools,shallow ground pools,hoofprints,wheel ruts,seepage pools,borrow pits,coconut trenches,drains,swamps,irrigation ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002139,Presence,,,puddles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002140,Presence,,,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002203,Presence,,,rot hole,tree hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002204,Presence,,,deep buttressed roots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002204,Absence,,,rock holes,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002204,Presence,,,rock holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002205,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002206,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002207,Presence,,,coastal saline pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002208,Presence,,,brackish marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002209,Presence,,,saline rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002240,Presence,,,drainage ditches,shady margins of ponds,bodies of clear water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002241,Presence,,,rice fields,shallow wells,edges of swamps,drainage ditches,irrigation ditches,road ruts,small depressions,foot prints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002242,Presence,,,shallow native wells,vegetated pools,drainage ditches,swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002243,Presence,,,dense shaded margins of running streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002244,Presence,,,densely shaded swampy areas with aquatic vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002245,Presence,,,temporary water collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002246,Presence,,,bamboo stumps,leaf axils,tree holes,wells,tin cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002247,Presence,,,cut tree trunks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002248,Presence,,,temporary pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002249,Presence,,,open ditches in a forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002250,Presence,,,temporary puddles in a furest clearing exposed to sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002251,Presence,,,rice fields,ditches,hollow tree stumps during wet season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002252,Presence,,,temporary ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002253,Presence,,,dry season in permanent pools,wet season water filled stumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002254,Presence,,,tree stumps,hollowed out trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002255,Presence,,,fallen trees,banana leaf axils,containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002256,Presence,,,axils of banana leaves,bamboos,hollow stumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002257,Presence,,,vegetation in ponds,vegetation in swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002258,Presence,,,vegetation in ponds,vegetation in swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002259,Presence,,,vegetation in ponds,vegetation in swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002260,Presence,,,hollow stumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002263,Presence,,,lakes with aquatic vegetation,rivers with aquatic vegetation,marshes with aquatic vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002265,Presence,,,leaf axils,banana leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002285,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002286,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002287,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002288,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002289,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002290,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002291,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002292,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002293,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002294,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002295,Presence,,,Bromeliad Nidularium innocentii,Nidularium innocentii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002350,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002351,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002352,Presence,,,treeholes,rotholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002764,Presence,,,cattle hoofprints,ponds,swamps,rivers,streams,canals,rice fields,lakes,rock holes,latrine,brackish pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002765,Presence,,,ponds,streams,rice fields,irrigation canals,marshes,lakes,rivers,lagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002766,Presence,,,rice fields,ponds,swamps,streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002767,Presence,,,crab holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002768,Presence,,,ponds,river banks,streams,road drains,ditches,rice fields,gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002769,Presence,,,ponds,rivers,streams,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002770,Presence,,,irrigation canals,lakes,ponds,marshes,river banks,streams,drains,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002771,Presence,,,lakes,ponds,marshes,river banks,streams,drains,tanks,cement catchment basins,water holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002772,Presence,,,marshes,ponds,rice fields,drains,brackish pools,rivers,lagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002773,Presence,,,cattle hoofprints,ponds,rice fields,lagoon,drains,irrigation canals,gardens,lakes,marshes,river banks,streams,Grasslands pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002774,Presence,,,marshes,ponds,river banks,streams,lakes,drains,cement tanks,tire ruts,cattle hoofprints,gardens,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002775,Presence,,,lakes,ponds,marshes,streams,rock holes,tanks,puddles,cement tanks,gardens,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002776,Presence,,,rock holes,marshes,ponds,river banks,streams,puddles,drains,rice fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002777,Presence,,,streams,lakes,ponds,marshes,river banks,drains,gardens,brackish pools,lagoon,rice fields,backwater pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000002778,Presence,,,marshes,ponds,backwater pools,rivers,streams,dams,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
